name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.6599786483195819,3.03
2_DecisionTree,Decision Tree,logloss,1.152471617188744,13.02
3_Linear,Linear,logloss,0.5413374814205844,5.54
4_Default_Xgboost,Xgboost,logloss,0.6173946947643631,7.15
5_Default_NeuralNetwork,Neural Network,logloss,0.5087319065317286,2.42
6_Default_RandomForest,Random Forest,logloss,0.5030593193914169,9.87
Ensemble,Ensemble,logloss,0.4585496241359047,0.52
